1515905900,LTR,
2203000100,ASV,X
2203000900,ASV,X
2203001000,ASV,X
2204101300,LPA,
2204101500,LPA,
2204109100,HLT,
2204109300,LPA,
2204109400,LPA,
2204109600,LPA,
2204109800,HLT,
2204109800,LPA,
2204210600,HLT,
2204210600,LPA,
2204210700,HLT,
2204210700,LPA,
2204210800,HLT,
2204210800,LPA,
2204210900,HLT,
2204210900,LPA,
2204218010,HLT,
2204218090,HLT,
2204218595,LPA,
2204218695,LPA,
2204218795,LPA,
2204218895,LPA,
2204218995,LPA,
2204219095,LPA,
2204219195,LPA,
2204219351,LPA,
2204219451,LPA,
2204219495,LPA,
2204219511,HLT,
2204219551,LPA,
2204219611,HLT,
2204219695,LPA,
2204219711,HLT,
2204219751,LPA,
2204219811,HLT,
2204219851,LPA,
2204219895,LPA,
2204221000,HLT,
2204221000,LPA,
2204228590,LPA,
2204228690,LPA,
2204228890,LPA,
2204229090,LPA,
2204229190,LPA,
2204229310,HLT,
2204229320,HLT,
2204229330,HLT,
2204229340,HLT,
2204229390,HLT,
2204229390,LPA,
2204229451,LPA,
2204229495,LPA,
2204229590,LPA,
2204229651,LPA,
2204229695,LPA,
2204229710,HLT,
2204229720,HLT,
2204229730,HLT,
2204229740,HLT,
2204229790,HLT,
2204229790,LPA,
2204229811,HLT,
2204229851,LPA,
2204229895,LPA,
2204291000,HLT,
2204291000,LPA,
2204298599,LPA,
2204298699,LPA,
2204298899,LPA,
2204299099,LPA,
2204299199,LPA,
2204299310,HLT,
2204299320,HLT,
2204299330,HLT,
2204299340,HLT,
2204299390,HLT,
2204299390,LPA,
2204299451,LPA,
2204299495,LPA,
2204299590,LPA,
2204299651,LPA,
2204299695,LPA,
2204299710,HLT,
2204299720,HLT,
2204299730,HLT,
2204299740,HLT,
2204299790,HLT,
2204299790,LPA,
2204299811,HLT,
2204299851,LPA,
2204299895,LPA,
2204301000,HLT,
2204301000,LPA,
2205101000,HLT,
2205109000,LPA,
2205901000,HLT,
2205909000,LPA,
2206001000,HLT,
2206003100,HLT,
2206003900,ASV,X
2206003900,HLT,
2206003900,LPA,
2206005100,HLT,
2206005900,ASV,X
2206005900,HLT,
2206005900,LPA,
2206008100,HLT,
2206008900,ASV,X
2206008900,HLT,
2206008900,LPA,
2207100011,LPA,
2207100019,LPA,
2207100090,LPA,
2207200011,LPA,
2207200019,LPA,
2207200090,LPA,
2208701000,HLT,
2208709000,HLT,
2208906900,HLT,
2402201000,RET,
2402209000,RET,
2402900000,MIL,
2402900000,RET,
2701110000,DTN,
2701121000,DTN,
2701129000,DTN,
2701190000,DTN,
2701200000,DTN,
2702100000,DTN,
2702200000,DTN,
2704001000,DTN,
2704003000,DTN,
2707100010,LTR,
2707100090,LTR,
2707200010,LTR,
2707200090,LTR,
2707300010,LTR,
2707300090,LTR,
2707500020,LTR,
2707500080,LTR,
2707910000,LTR,
2707991100,LTR,
2707991900,LTR,
2707992010,LTR,
2707992090,LTR,
2710121100,LTR,
2710121500,LTR,
2710122100,LTR,
2710122500,LTR,
2710123100,LTR,
2710124100,LTR,
2710124500,LTR,
2710124900,LTR,
2710125000,LTR,
2710127000,LTR,
2710129000,LTR,
2710191100,LTR,
2710191500,LTR,
2710192100,LTR,
2710192500,LTR,
2710192900,LTR,
2710193100,LTR,
2710193500,LTR,
2710194321,LTR,
2710194329,LTR,
2710194330,LTR,
2710194390,LTR,
2710194621,LTR,
2710194629,LTR,
2710194630,LTR,
2710194690,LTR,
2710194721,LTR,
2710194729,LTR,
2710194730,LTR,
2710194790,LTR,
2710194810,LTR,
2710194890,LTR,
2710195100,LTR,
2710195500,LTR,
2710196200,LTR,
2710196600,LTR,
2710196700,LTR,
2710197100,LTR,
2710197500,LTR,
2710198120,LTR,
2710198130,LTR,
2710198140,LTR,
2710198190,LTR,
2710198300,LTR,
2710198500,LTR,
2710198700,LTR,
2710199100,LTR,
2710199300,LTR,
2710199920,LTR,
2710199940,LTR,
2710199950,LTR,
2710199960,LTR,
2710199990,LTR,
2710201121,LTR,
2710201129,LTR,
2710201130,LTR,
2710201621,LTR,
2710201629,LTR,
2710201630,LTR,
2710201690,LTR,
2710201910,LTR,
2710201990,LTR,
2710203200,LTR,
2710203800,LTR,
2710209000,LTR,
2710910000,LTR,
2710990010,LTR,
2710990090,LTR,
2711110000,DTN,
2711121100,DTN,
2711129400,DTN,
2711129700,DTN,
2711139100,DTN,
2711139700,DTN,
2711140000,DTN,
2711190000,DTN,
2711210000,MWH,
2711290000,DTN,
2713110000,DTN,
2713120000,DTN,
2713909000,LTR,
2902110000,LTR,
2902200000,LTR,
2902300000,LTR,
2902410000,LTR,
2902420000,LTR,
2902430000,LTR,
2902440000,LTR,
2902500000,LTR,
2902600000,LTR,
2902700000,LTR,
3403191000,LTR,
3403192000,LTR,
3403198000,LTR,
3801201000,LTR,
3805909000,LTR,
3806900000,LTR,
3807009000,LTR,
3811111000,LTR,
3811119000,LTR,
3811190010,LTR,
3811190090,LTR,
3811210010,LTR,
3811210011,LTR,
3811210012,LTR,
3811210013,LTR,
3811210014,LTR,
3811210016,LTR,
3811210018,LTR,
3811210019,LTR,
3811210020,LTR,
3811210025,LTR,
3811210027,LTR,
3811210030,LTR,
3811210033,LTR,
3811210037,LTR,
3811210048,LTR,
3811210050,LTR,
3811210053,LTR,
3811210055,LTR,
3811210060,LTR,
3811210063,LTR,
3811210065,LTR,
3811210070,LTR,
3811210073,LTR,
3811210075,LTR,
3811210077,LTR,
3811210080,LTR,
3811210083,LTR,
3811210085,LTR,
3811210090,LTR,
3811290015,LTR,
3811290018,LTR,
3811290020,LTR,
3811290025,LTR,
3811290030,LTR,
3811290035,LTR,
3811290040,LTR,
3811290045,LTR,
3811290050,LTR,
3811290055,LTR,
3811290065,LTR,
3811290070,LTR,
3811290075,LTR,
3811290080,LTR,
3811290085,LTR,
3811290090,LTR,
3811900010,LTR,
3811900040,LTR,
3811900050,LTR,
3811900090,LTR,
3814009020,LTR,
3814009040,LTR,
3814009070,LTR,
3814009099,LTR,
3817005010,LTR,
3817005090,LTR,
3817008010,LTR,
3817008020,LTR,
3817008030,LTR,
3817008090,LTR,
3901908099,LTR,
3902909099,LTR,
3911100090,LTR,
3911909990,LTR,
2710122110,LTR,
2710122190,LTR,
2710122510,LTR,
2710122590,LTR,
2710123110,LTR,
2710123190,LTR,
2710124110,LTR,
2710124190,LTR,
2710124510,LTR,
2710124590,LTR,
2710124910,LTR,
2710124990,LTR,
2710125010,LTR,
2710125090,LTR,
2710127010,LTR,
2710127090,LTR,
2710129010,LTR,
2710129090,LTR,
